autor_nombre_alejandria	id_alejandria	phonetic_code	normalized_name_alejandria	name_cdl	summary_cdl	image_url_cdl	id_cdl	normalized_name_cdl	tokens_cdl	key_ol	birth_date_ol	death_date_ol	name_ol	bio_ol	alternate_names_ol	picture_ol	normalized_name_ol	tokens_ol	priority_score
EDGEWORTH MARIA	{'9788484280125'}	AJR0MR	edgeworth maria	Maria Edgeworth	Maria Edgeworth (1768-1849) fue una escritora angloirlandesa. La segunda de veintidós hermanos (su padre se casó cuatro veces), recibió una educación liberal y fue una mujer muy comprometida con asuntos sociales como el racismo, las hambrunas que asolaron Irlanda, el injusto sistema de arrendamientos establecido en el país o la educación de la mujer, de la que su padre fue siempre firme partidario. Escribió diversos ensayos, cuentos para niños y novelas. Muy popular en su época, fue una de las autoras favoritas de Jane Austen, que incluso llegó a mencionarla en sus obras.		24492.0	maria edgeworth	edgeworth maria	OL5993227A	1 January 1768	22 May 1849	Maria Edgeworth	A prolific Anglo-Irish writer of adults' and children's literature. She was one of the first realist writers in children's literature and was a significant figure in the evolution of the novel in Europe (<a href=https://en.wikipedia.org/wiki/Maria_Edgeworth>Wikipedia</a>).	Edgeworth, Maria	/mnt/datadrive/OpenLibrary/author_images/OL5993227A.jpg	maria edgeworth	edgeworth maria	5
		ALPRTPRR								OL599341A			Alberto Barrera		Alberto Barrera	/mnt/datadrive/OpenLibrary/author_images/OL599341A.jpg	alberto barrera	alberto barrera	1
HOMERO	{'249', '9788467037531', '9789584230607'}	HMR	homero							OL6010306A			Homero		Homero	/mnt/datadrive/OpenLibrary/author_images/OL6010306A.jpg	homero	homero	2
		MRTMRL		Marie-Aude Murail	Marie-Aude Murail (Seine-Maritim, Francia, 1954) nació en una familia de artistas. Después de unos prolongados estudios de Letras en la Sorbona, se consagró a sus libros y a su familia. En 2004 recibió la insignia de Caballero de la Legión de Honor por los servicios prestados a la literatura. Vivió muchos años en París y también en Burdeos, y actualmente vive en Orléans, donde se halla muy comprometida en la defensa de los hijos de los refugiados sin documentación.		11056.0	marie-aude murail	marie-aude murail	OL601061A	1954		Marie-Aude Murail		MARIE-AUDE MURAIL	/mnt/datadrive/OpenLibrary/author_images/OL601061A.jpg	marie-aude murail	marie-aude murail	3
		KRTJNSPL		CURT PAUL JANZ			95313.0	curt paul janz	curt janz paul	OL602554A			Curt Paul Janz		Curt Paul Janz	/mnt/datadrive/OpenLibrary/author_images/OL602554A.jpg	curt paul janz	curt janz paul	2
ARTHUR EDWARD WAITE	{'9788415292739'}	AR0RTRTT	arthur edward waite	Arthur Edward Waite			57372.0	arthur edward waite	arthur edward waite	OL6029430A			Arthur Edward Waite		Arthur Edward Waite	/mnt/datadrive/OpenLibrary/author_images/OL6029430A.jpg	arthur edward waite	arthur edward waite	3
MARIO BENEDETTI	{'9684291060', '000277', '9806273524', '9684291051', '9682300576', '9682302331', '9806273583'}	PNTTMR	mario benedetti							OL60411A	14 September 1920	17 May 2009	Mario Benedetti	Uruguayan journalist, novelist, and poet and an integral member of the Generación del 45.	Mario Orlando Hardy Hamlet Brenno Benedetti Farrugia	/mnt/datadrive/OpenLibrary/author_images/OL60411A.jpg	mario benedetti	benedetti mario	3
PATRICK MODIANO	{'9788433979087', '9788433974860', '9788433975065', '9789584242532', '9788433978127'}	MTNPTRK	patrick modiano	Patrick Modiano	"(Boulogne-Billancourt, 30 de julio de 1945). Considerado uno de los mejores escritores franceses, ha recibido el Premio Goncourt porLa calle de las tiendas oscurasy el Premio de la Fundación Pierre de Mónaco por el conjunto de su obra.Con el Premio Nobel de Literatura 2014, se ha consolidado como uno de los grandes escritores franceses de la segunda mitad del siglo XX.
Hijo de una actriz belga y de un hombre de negocios italiano, creció entre Jouy-en-Josas y la Alta Saboya. Las ausencias repetidas de sus padres le acercan a su hermano mayor, Rudy, que muere a la edad de diez años. Tras aprobar la selectividad, decide dedicarse plenamente a la escritura. Sus primeras obras giran en torno a la ocupación nazi y el colaboracionismo (El lugar de la estrella, galardonada con el Premio Roger Nimier y el Premio Fénéon,La ronda de nocheyLos bulevares periféricos). En 1978 obtiene el Premio Goncourt porLa calle de las tiendas oscuras, una novela en la que la Segunda Guerra Mundial, y en 1984 recibe el Premio de la la Fundación Pierre de Mónaco por el conjunto de su obra. En castellano, entre otras, también se han publicadoDomingos de agosto,Viaje de novios,El rincón de los niños,Las desconocidas,Dora BruderyJoyita. Este gran autor, de una extremada sensibilidad, describe en sus ficciones la búsqueda de la propia identidad, que oscila entre el recuerdo desgarrador y la tentación de la amnesia benéfica."	/mnt/datadrive/CasaDelLibro/author_images/989.webp	989.0	patrick modiano	modiano patrick	OL60496A	1945		Patrick Modiano	French novelist. He won the Nobel Prize for Literature in 2014.	Patrick MODIANO	/mnt/datadrive/OpenLibrary/author_images/OL60496A.jpg	patrick modiano	modiano patrick	6
OCTAVIO PAZ	{'9786071618412', '9788420646305'}	AKTFPS	octavio paz	Octavio Paz	Nació en 1914 en la ciudad de México. Escritor de vocación temprana, participó en el II Congreso Internacional de Escritores Antifascistas, celebrado en Valencia en 1937. En 1938 colaboró en la fundación de Taller, revista que impulsó a una nueva generación de escritores mexicanos. En 1943 se trasladó a los Estados Unidos, donde descubrió y se sumergió en la poesía del modernismo angloamericano. Ingresó, en 1945, en el cuerpo diplomático de México y fue destinado a París, donde participó activamente en el movimiento surrealista. En 1962, fue nombrado embajador en la India: hito importante en la vida y en la obra del poeta, presente en obras tales como El mono gramático, Ladera este y Vislumbres de la India. En 1968 dimitió de su cargo como protesta por la represión de las manifestaciones estudiantiles en la plaza de Tlatelolco. Desde entonces, Paz continúa su obra y funda dos importantes revistas: Plural (1971-1976) y Vuelta (1976-1998), galardonada con el premio Príncipe de Asturias. Octavio Paz recibió el premio Cervantes en 1981 y el Nobel en 1990. Muere en México el 19 de abril de 1998.	/mnt/datadrive/CasaDelLibro/author_images/1172.webp	1172.0	octavio paz	octavio paz	OL60534A	31 March 1914	19 April 1998	Octavio Paz	"[Octavio Paz Lozano][1] (México, DF, 31 de marzo de 1914 - 19 de abril de 1998) fue un poeta, escritor, ensayista y diplomático mexicano, fue miembro de El Colegio Nacional y ganador del premio Nobel de Literatura (1990). Se le considera uno de los más grandes escritores del siglo XX y uno de los grandes poetas hispanos de todos los tiempos. Fue un escritor prolífico cuya obra abarcó varios géneros, entre los que sobresalieron textos poéticos, el ensayo y traducciones diversas.


  [1]: http://es.wikipedia.org/wiki/Octavio_Paz"	Octavio Paz Lozano	/mnt/datadrive/OpenLibrary/author_images/OL60534A.jpg	octavio paz	octavio paz	6
JOSE MARIA CONGET	{'9788415576389', '9788492913374', '9788481916867'}	KNKTJSMR	jose maria conget	José María Conget	José María Conget (Zaragoza, 1948) ha publicado las novelasQuadrupedumque(1981),Comentarios (marginales) a la guerra de las Galias(1984),Gaudeamus(1986),Todas las mujeres(1989),Palabras de familia(Pre-Textos, 1995) yHasta el fin de los cuentos(Pre-Textos, 1998), además de tres libros de difícil clasificación:Cincuenta y tres y Octava(1997),Vamos a contar canciones(1999) yUna cita con Borges(2000), y la antologíaViento de cine.El cine en la poesía española de expresión castellana. Una selección(2002).		3853.0	jose maria conget	conget jose maria	OL6059188A	(1948	)	José María Conget		José María Conget	/mnt/datadrive/OpenLibrary/author_images/OL6059188A.jpg	jose maria conget	conget jose maria	4
		TNRKKRSLTLT								OL607679A			Enrique de la Garza Toledo		Enrique de la Garza Toledo	/mnt/datadrive/OpenLibrary/author_images/OL607679A.jpg	enrique de la garza toledo	de enrique garza la toledo	1
JUAN GELMAN	{'9789800116470'}	KLMNJN	juan gelman							OL60802A	1930	2014	Juan Gelman		Juan Gelman	/mnt/datadrive/OpenLibrary/author_images/OL60802A.jpg	juan gelman	gelman juan	2
ANGEL GUSTAVO INFANTE	{'9789800114773'}	ANJLKSTFNFNT	angel gustavo infante							OL609527A	1959		Angel Gustavo Infante	Caracas 1959. Narrador. Autor de Cerrícolas (1987) libro de cuentos, Yo soy la rumba (1992) novela y Una mujer por siempre jamás (2007) libro de cuentos. Investigador activo en el Instituto de Investigaciones Literarias de la Universidad Central de Venezuela en Caracas.	Angel Gustavo Infante	/mnt/datadrive/OpenLibrary/author_images/OL609527A.jpg	angel gustavo infante	angel gustavo infante	3
GISELA KOZAK ROVERO	{'9789803542276', '9789803543075', '9789807312332'}	JSLKSKRFR	gisela kozak rovero							OL60988A			Gisela Kozak Rovero		Gisela Kozak Rovero	/mnt/datadrive/OpenLibrary/author_images/OL60988A.jpg	gisela kozak rovero	gisela kozak rovero	2
BERNARDO CELIS PARRA	{'9789580610946'}	PRNRTSLSPR	bernardo celis parra							OL61016A	1937		Bernardo Celis Parra		Bernardo Celis Parra	/mnt/datadrive/OpenLibrary/author_images/OL61016A.jpg	bernardo celis parra	bernardo celis parra	2
OLDMAN BOTELLO	{'9789802143085'}	PTLLTMN	oldman botello							OL61032A	1947		Oldman Botello		Oldman Botello	/mnt/datadrive/OpenLibrary/author_images/OL61032A.jpg	oldman botello	botello oldman	2
MANUEL CABALLERO	{'9789803541095', '9789803542344', '9789803542474', '9789803541651', '9802900206', '9800103260', '9789803542566', '9789803541132', '9789803542252', '9789803541354', '9789803541361', '9789803542764'}	KPLRMNL	manuel caballero	MANUEL CABALLERO			24853.0	manuel caballero	caballero manuel	OL61034A			Caballero, Manuel.		Caballero, Manuel.	/mnt/datadrive/OpenLibrary/author_images/OL61034A.jpg	caballero, manuel.	caballero manuel	3
THIERRY LENAIN	{'9789681662301'}	LNN0R	thierry lenain	Thierry Lenain			20130.0	thierry lenain	lenain thierry	OL610373A			Thierry Lenain		Thierry Lenain	/mnt/datadrive/OpenLibrary/author_images/OL610373A.jpg	thierry lenain	lenain thierry	3
MARC DE CIVRIEUX	{'9806096916'}	SFRKSTMRK	marc de civrieux							OL61037A			Marc de Civrieux		Marc de Civrieux	/mnt/datadrive/OpenLibrary/author_images/OL61037A.jpg	marc de civrieux	civrieux de marc	2
ARMANDO ROJAS GUARDIA	{'9789803887612', '9789806523340', '9789802717514', '7942002800'}	ARMNTKRTRJS	armando rojas guardia							OL611958A	1949		Armando Rojas Guardia		Armando Rojas Guardia	/mnt/datadrive/OpenLibrary/author_images/OL611958A.jpg	armando rojas guardia	armando guardia rojas	2
		TJNFR								OL612064A			Juan de Vera		Juan de Vera	/mnt/datadrive/OpenLibrary/author_images/OL612064A.jpg	juan de vera	de juan vera	1
LUIS ROJAS MARCOS	{'9788466350914'}	LSMRKSRJS	luis rojas marcos	Luis Rojas Marcos	"Nació en Sevilla en 1943. Licenciado en Medicina en esa ciudad, en 1968 emigró a Nueva York donde se especializó en Psiquiatría y reside desde entonces. En 1992 fue nombrado Commissioner o máximo responsable de los Servicios de Salud Mental del municipio neoyorquino. Desde 1995 hasta el 2002 dirigió el vasto sistema de Salud y Hospitales Públicos de la misma ciudad. Por su cargo oficial, vivió muy de cerca los ataques terroristas del 11 de septiembre de 2001 y lideró la atención médica y psicológica a las víctimas. Del 2012 al 2021 compaginó su labor académica con la gestión como director ejecutivo de la organización Médicos Afiliados de Nueva York (PAGNY por sus siglas en inglés), compuesta por 4.000 profesionales de la salud que prestan sus servicios en hospitales públicos y en las cárceles municipales. Precisamente, en este puesto, a principios del 2020 Rojas Marcos se enfrentó a los efectos devastadores de la pandemia del coronavirus que invadió al mundo, imponiendo una nueva vida caracterizada por la incertidumbre.

Profesor titular de Psiquiatría de la Universidad de Nueva York, Rojas Marcos es Doctor Honoris Causa por las universidades de Ramón Lull, el País Vasco y Burgos. En la actualidad armoniza sus tareas docentes con la práctica psiquiátrica y la colaboración con instituciones dedicadas a temas sociales y de salud pública. Autor de numerosos artículos científicos y de opinión, entre sus obras destacan Las semillas de la violencia (Premio Espasa Ensayo), La autoestima, Corazón y mente (obra conjunta con el cardiólogo Valentín Fuster), Superar la adversidad, Somos lo que hablamos y Optimismo y salud."	/mnt/datadrive/CasaDelLibro/author_images/13430.webp	13430.0	luis rojas marcos	luis marcos rojas	OL6139925A			Luis Rojas Marcos		Luis Rojas Marcos	/mnt/datadrive/OpenLibrary/author_images/OL6139925A.jpg	luis rojas marcos	luis marcos rojas	5
		HJSTNRFL								OL615539A	1953		Rafael Hoogesteijn		Rafael Hoogesteijn	/mnt/datadrive/OpenLibrary/author_images/OL615539A.jpg	rafael hoogesteijn	hoogesteijn rafael	1
ANTHONY POWELL	{'9788433969705', '9788433969101'}	AN0NPL	anthony powell	Anthony Powell	Anthony Powell (1905-2000) se educó en Eton y Ox­ford, trabajó como editor en Duckworth, como guio­nista para la Warner Brothers y fue editor literario de la revista satíricaPunch. Como novelista recibió nu­merosos galardones, como el James Tait Black Me­morial Prize o el W.H. Smith Award. Su obra maestra esUna danza para la música del tiempo, una serie de doce novelas escritas entre 1951 y 1971. En Anagrama se han publicado las cuatro trilogías que componen el ciclo, «Primavera», «Verano», «Otoño» e «Invierno», con un extraordinario éxito de crítica.		19519.0	anthony powell	anthony powell	OL616455A			Anthony Powell		Anthony Powell	/mnt/datadrive/OpenLibrary/author_images/OL616455A.jpg	anthony powell	anthony powell	4
LUIS GOYTISOLO	{'8402078168', '9788466312752'}	KTSLLS	luis goytisolo	Luis Goytisolo	Luis Goytisolo (Barcelona, 1935) ganó con su primera novela,Las afueras, el Premio Biblioteca Breve, y su nombre se ha convertido en uno de los de mayor prestigio de la narrativa contemporánea. Es autor de numerosas novelas, entre las que destacaAntagonía. Ha obtenido, entre otros, el Premio Nacional de Literatura, el de la Crítica y Premio Nacional de las Lestras 2013. Es miembro de la Real Academia Española.		1418.0	luis goytisolo	goytisolo luis	OL61664A	1935		Luis Goytisolo		Luis GOYTISOLO	/mnt/datadrive/OpenLibrary/author_images/OL61664A.jpg	luis goytisolo	goytisolo luis	4
JEAN ECHENOZ	{'9788433969187', '9788433970503'}	AXNSJN	jean echenoz	Jean Echenoz	"Jean Echenoz (Orange, 1948). En el Salon du Livre de París de 1988, fue galardonado con el Premio Gutenberg como ""la mayor esperanza de las letras francesas""; asimismo, en una encuesta realizada por Le Nouvel Observateur, fue elegido el novelista internacional más relevante de la década de los noventa. Ha obtenido también los premios Goncourt, Médicis, European Literary Prize y Premio Novembre."		12995.0	jean echenoz	echenoz jean	OL61678A	1947		Jean Echenoz		Jean Echenoz	/mnt/datadrive/OpenLibrary/author_images/OL61678A.jpg	jean echenoz	echenoz jean	4
		ASKPRJL								OL618235A			Julia Escobar		Julia Escobar	/mnt/datadrive/OpenLibrary/author_images/OL618235A.jpg	julia escobar	escobar julia	1
		KRNRSFLSN								OL6184399A			Corina Yoris-Villasana		Corina Yoris-Villasana	/mnt/datadrive/OpenLibrary/author_images/OL6184399A.jpg	corina yoris-villasana	corina yoris-villasana	1
KERSTIN EKMAN	{'9788483101537'}	AKMNKRSTN	kerstin ekman	Kerstin Ekman	Kerstin Ekman nació en 1933 en Risinge, un pueblo del centro de Suecia. Estudió en la Universidad de Uppsala y, antes de dedicarse por entero a la escritura, enseñó sueco y literatura, escribió guiones de películas pedagógicas y se dedicó a la crítica literaria. Figura eminente del mundo literario nórdico, en 1978 entró a formar parte de la Academia Sueca de las Artes y las Letras, pero en 1989 dimitió en protesta porque la Academia no se pronunció de manera comprometida en la fatwa contra Salman Rushdie. Entre muchos otros, ha recibido el prestigioso Premio Selma Lagerlöf en 1989. Traducida a catorce idiomas, Ocurrió a orillas del río ha obtenido un gran éxito en todo el mundo y ha merecido en 1993 el Premio August y el Premio a la Mejor Novela de Crímenes de la Academia Sueca del Crimen y en 1994 el Premio de Literatura del Consejo Nórdico.		28702.0	kerstin ekman	ekman kerstin	OL61868A	1933		Kerstin Ekman	Swedish novelist.	Kerstin Lillemor Ekman	/mnt/datadrive/OpenLibrary/author_images/OL61868A.jpg	kerstin ekman	ekman kerstin	5
		PTSTTKRPNJ								OL619949A	1947		Urbaneja, Diego Bautista		Urbaneja, Diego Bautista	/mnt/datadrive/OpenLibrary/author_images/OL619949A.jpg	urbaneja, diego bautista	bautista diego urbaneja	1
GEORGES DUBY	{'8420695815'}	TPJRJS	georges duby	Georges Duby	Georges Duby (París, 1919-Aix en Provece. 1996) fue uno de los más importantes historiadores franceses. Especialista en la historia medieval, abordó la Edad Media desde un punto de vista siempre original, profundizó en temas sociales, artísticos y culturales y contribuyó a la modernización de la disciplina histórica. Entre sus publicaciones cabe destacar El caballero, la mujer y el cura (Taurus, 1999), Los tres órdenes o lo imaginario del feudalismo (Taurus, 1992), Historia de la vida privada (Taurus, 2005) e Historia de las mujeres (Taurus, 2001), ambas horas divididas en cinco tomos y coordinadas junto con Philippe Ariès y Michelle Perrot, respectivamente.		20082251.0	georges duby	duby georges	OL6201029A	7 Oct 1919	3 Dec 1996	Georges Duby		DUBY Georges -	/mnt/datadrive/OpenLibrary/author_images/OL6201029A.jpg	georges duby	duby georges	4
CRSTIAN CRUSAT	{'9788481917772'}	KRSXNKRST	crstian crusat							OL6202586A	(1983	)	Cristian Crusat		Cristian Crusat	/mnt/datadrive/OpenLibrary/author_images/OL6202586A.jpg	cristian crusat	cristian crusat	2
JOAQUIN MARTA SOSA	{'9789807537018', '9789806480728', '9789802373192', '9789807581073'}	JKNMRTSS	joaquin marta sosa							OL6211090A			Joaquín Marta Sosa		Joaquín Marta Sosa	/mnt/datadrive/OpenLibrary/author_images/OL6211090A.jpg	joaquin marta sosa	joaquin marta sosa	2
